,elapsedTime,v5,mlii
808,2.244,-0.35,-0.225
809,2.247,-0.35,-0.21
810,2.25,-0.34,-0.21
811,2.253,-0.335,-0.21
812,2.256,-0.33,-0.215
813,2.258,-0.335,-0.225
814,2.261,-0.34,-0.225
815,2.2640000000000002,-0.36,-0.23
816,2.267,-0.35,-0.21
817,2.269,-0.35,-0.21
818,2.272,-0.355,-0.23
819,2.275,-0.36,-0.25
820,2.278,-0.355,-0.25
821,2.281,-0.365,-0.245
822,2.283,-0.355,-0.23
823,2.286,-0.35,-0.215
824,2.289,-0.34,-0.23
825,2.292,-0.355,-0.24
826,2.294,-0.35,-0.245
827,2.2969999999999997,-0.365,-0.245
828,2.3,-0.365,-0.24
829,2.303,-0.35,-0.215
830,2.306,-0.355,-0.225
831,2.3080000000000003,-0.35,-0.24
832,2.311,-0.37,-0.24
833,2.314,-0.38,-0.245
834,2.3169999999999997,-0.37,-0.24
835,2.319,-0.36,-0.23
836,2.322,-0.365,-0.235
837,2.325,-0.36,-0.24
838,2.3280000000000003,-0.365,-0.23
839,2.331,-0.38,-0.25
840,2.333,-0.37,-0.225
841,2.336,-0.365,-0.215
842,2.339,-0.35,-0.23
843,2.342,-0.35,-0.24
844,2.344,-0.35,-0.25
845,2.347,-0.37,-0.265
846,2.35,-0.365,-0.23
847,2.353,-0.345,-0.22
848,2.356,-0.345,-0.235
849,2.358,-0.34,-0.225
850,2.3609999999999998,-0.355,-0.235
851,2.364,-0.365,-0.235
852,2.367,-0.36,-0.225
853,2.369,-0.355,-0.225
854,2.372,-0.355,-0.215
855,2.375,-0.355,-0.225
856,2.378,-0.375,-0.235
857,2.381,-0.385,-0.23
858,2.383,-0.355,-0.225
859,2.386,-0.36,-0.225
860,2.3890000000000002,-0.355,-0.225
861,2.392,-0.36,-0.225
862,2.394,-0.36,-0.23
863,2.397,-0.37,-0.23
864,2.4,-0.36,-0.215
865,2.403,-0.345,-0.21
866,2.406,-0.355,-0.225
867,2.408,-0.345,-0.24
868,2.411,-0.345,-0.235
869,2.414,-0.345,-0.24
870,2.417,-0.34,-0.225
871,2.419,-0.31,-0.215
872,2.4219999999999997,-0.305,-0.22
873,2.425,-0.305,-0.22
874,2.428,-0.31,-0.23
875,2.431,-0.305,-0.23
876,2.4330000000000003,-0.29,-0.205
877,2.436,-0.285,-0.2
878,2.439,-0.275,-0.205
879,2.4419999999999997,-0.28,-0.195
880,2.444,-0.28,-0.21
881,2.447,-0.275,-0.205
882,2.45,-0.265,-0.19
883,2.4530000000000003,-0.255,-0.185
884,2.456,-0.245,-0.2
885,2.458,-0.26,-0.195
886,2.461,-0.265,-0.2
887,2.464,-0.275,-0.19
888,2.467,-0.28,-0.17
889,2.469,-0.265,-0.14
890,2.472,-0.27,-0.165
891,2.475,-0.275,-0.165
892,2.478,-0.28,-0.185
893,2.481,-0.275,-0.18
894,2.483,-0.28,-0.17
895,2.4859999999999998,-0.275,-0.15
896,2.489,-0.265,-0.165
897,2.492,-0.255,-0.18
898,2.494,-0.24,-0.2
899,2.497,-0.26,-0.21
900,2.5,-0.28,-0.21
901,2.503,-0.31,-0.185
902,2.506,-0.31,-0.19
903,2.508,-0.345,-0.2
904,2.511,-0.36,-0.215
905,2.5140000000000002,-0.38,-0.22
906,2.517,-0.385,-0.21
907,2.519,-0.38,-0.195
908,2.522,-0.37,-0.205
909,2.525,-0.375,-0.22
910,2.528,-0.385,-0.225
911,2.531,-0.39,-0.23
912,2.533,-0.395,-0.22
913,2.536,-0.385,-0.21
914,2.539,-0.385,-0.21
915,2.542,-0.385,-0.23
916,2.544,-0.395,-0.235
917,2.5469999999999997,-0.405,-0.23
918,2.55,-0.4,-0.225
919,2.553,-0.375,-0.215
920,2.556,-0.375,-0.22
921,2.5580000000000003,-0.39,-0.22
922,2.5610000000000004,-0.395,-0.23
923,2.5639999999999996,-0.415,-0.24
924,2.5669999999999997,-0.405,-0.22
925,2.569,-0.4,-0.225
926,2.572,-0.39,-0.235
927,2.575,-0.405,-0.25
928,2.5780000000000003,-0.425,-0.28
929,2.5810000000000004,-0.46,-0.305
930,2.583,-0.475,-0.325
931,2.5860000000000003,-0.505,-0.345
932,2.589,-0.51,-0.375
933,2.592,-0.525,-0.415
934,2.594,-0.54,-0.425
935,2.597,-0.6,-0.385
936,2.6,-0.645,-0.295
937,2.603,-0.63,-0.18
938,2.6060000000000003,-0.575,-0.065
939,2.608,-0.495,0.035
940,2.611,-0.385,0.13
941,2.614,-0.27,0.24
942,2.617,-0.115,0.37
943,2.6189999999999998,0.09,0.495
944,2.622,0.37,0.61
945,2.625,0.635,0.655
946,2.628,0.81,0.545
947,2.6310000000000002,0.86,0.23
948,2.633,0.77,-0.105
949,2.636,0.475,-0.28
950,2.639,0.065,-0.285
951,2.642,-0.305,-0.255
952,2.6439999999999997,-0.5,-0.255
953,2.647,-0.52,-0.26
954,2.65,-0.475,-0.23
955,2.653,-0.41,-0.22
956,2.656,-0.39,-0.245
957,2.658,-0.39,-0.255
958,2.661,-0.4,-0.26
959,2.6639999999999997,-0.41,-0.25
960,2.667,-0.405,-0.235
961,2.6689999999999996,-0.385,-0.245
962,2.6719999999999997,-0.39,-0.245
963,2.675,-0.395,-0.26
964,2.678,-0.405,-0.265
965,2.681,-0.41,-0.265
966,2.6830000000000003,-0.405,-0.26
967,2.6860000000000004,-0.4,-0.24
968,2.6889999999999996,-0.39,-0.245
969,2.6919999999999997,-0.395,-0.26
970,2.694,-0.41,-0.27
971,2.697,-0.415,-0.27
972,2.7,-0.41,-0.255
973,2.7030000000000003,-0.395,-0.255
974,2.7060000000000004,-0.405,-0.25
975,2.708,-0.41,-0.265
976,2.7110000000000003,-0.405,-0.27
977,2.714,-0.405,-0.27
978,2.717,-0.41,-0.265
979,2.719,-0.39,-0.25
980,2.722,-0.385,-0.245
981,2.725,-0.39,-0.265
982,2.728,-0.395,-0.27
983,2.7310000000000003,-0.4,-0.26
984,2.733,-0.4,-0.255
985,2.736,-0.4,-0.245
986,2.739,-0.395,-0.25
987,2.742,-0.395,-0.26
988,2.7439999999999998,-0.405,-0.27
989,2.747,-0.405,-0.26
990,2.75,-0.4,-0.255
991,2.753,-0.395,-0.25
992,2.7560000000000002,-0.385,-0.255
993,2.758,-0.375,-0.255
994,2.761,-0.385,-0.275
995,2.764,-0.395,-0.27
996,2.767,-0.39,-0.265
997,2.7689999999999997,-0.385,-0.26
998,2.772,-0.375,-0.26
999,2.775,-0.385,-0.275
1000,2.778,-0.395,-0.27
1001,2.781,-0.395,-0.26
1002,2.783,-0.385,-0.245
1003,2.786,-0.375,-0.255
1004,2.7889999999999997,-0.375,-0.265
1005,2.792,-0.385,-0.265
1006,2.7939999999999996,-0.395,-0.27
1007,2.7969999999999997,-0.39,-0.265
1008,2.8,-0.39,-0.26
1009,2.803,-0.365,-0.27
1010,2.806,-0.375,-0.265
1011,2.8080000000000003,-0.385,-0.27
1012,2.8110000000000004,-0.395,-0.28
1013,2.8139999999999996,-0.38,-0.285
1014,2.8169999999999997,-0.385,-0.28
1015,2.819,-0.375,-0.285
1016,2.822,-0.38,-0.29
1017,2.825,-0.39,-0.31
1018,2.8280000000000003,-0.38,-0.305
1019,2.8310000000000004,-0.375,-0.3
1020,2.833,-0.375,-0.3
1021,2.8360000000000003,-0.375,-0.31
1022,2.839,-0.375,-0.325
1023,2.842,-0.38,-0.34
1024,2.844,-0.39,-0.34
1025,2.847,-0.39,-0.325
1026,2.85,-0.365,-0.32
1027,2.853,-0.37,-0.355
1028,2.8560000000000003,-0.375,-0.36
1029,2.858,-0.385,-0.38
1030,2.861,-0.39,-0.385
1031,2.864,-0.39,-0.375
1032,2.867,-0.375,-0.365
1033,2.8689999999999998,-0.365,-0.375
1034,2.872,-0.385,-0.385
1035,2.875,-0.38,-0.39
1036,2.878,-0.39,-0.395
1037,2.8810000000000002,-0.375,-0.385
1038,2.883,-0.375,-0.375
1039,2.886,-0.365,-0.375
1040,2.889,-0.37,-0.375
1041,2.892,-0.385,-0.38
1042,2.8939999999999997,-0.395,-0.365
1043,2.897,-0.385,-0.345
1044,2.9,-0.385,-0.335
1045,2.903,-0.37,-0.315
1046,2.906,-0.365,-0.31
1047,2.908,-0.37,-0.305
1048,2.911,-0.375,-0.29
1049,2.9139999999999997,-0.35,-0.27
1050,2.917,-0.335,-0.255
1051,2.9189999999999996,-0.32,-0.25
1052,2.9219999999999997,-0.315,-0.245
1053,2.925,-0.32,-0.235
1054,2.928,-0.325,-0.235
1055,2.931,-0.315,-0.225
1056,2.9330000000000003,-0.295,-0.22
1057,2.9360000000000004,-0.285,-0.195
1058,2.9389999999999996,-0.3,-0.215
1059,2.9419999999999997,-0.295,-0.23
1060,2.944,-0.285,-0.215
1061,2.947,-0.285,-0.205
1062,2.95,-0.28,-0.195
1063,2.9530000000000003,-0.27,-0.2
1064,2.9560000000000004,-0.28,-0.195
1065,2.958,-0.29,-0.195
1066,2.9610000000000003,-0.295,-0.205
1067,2.964,-0.295,-0.195
1068,2.967,-0.29,-0.18
1069,2.969,-0.28,-0.19
1070,2.972,-0.29,-0.205
1071,2.975,-0.295,-0.21
1072,2.978,-0.31,-0.205
1073,2.9810000000000003,-0.295,-0.18
1074,2.983,-0.285,-0.185
1075,2.986,-0.28,-0.19
1076,2.989,-0.275,-0.205
1077,2.992,-0.295,-0.215
1078,2.9939999999999998,-0.305,-0.215
1079,2.997,-0.3,-0.215
1080,3.0,-0.295,-0.19
1081,3.003,-0.295,-0.21
1082,3.0060000000000002,-0.285,-0.2
1083,3.008,-0.3,-0.215
1084,3.011,-0.305,-0.22
1085,3.014,-0.3,-0.225
1086,3.017,-0.295,-0.215
1087,3.0189999999999997,-0.3,-0.215
1088,3.022,-0.305,-0.23
1089,3.025,-0.315,-0.225
1090,3.028,-0.31,-0.225
1091,3.031,-0.315,-0.21
1092,3.033,-0.295,-0.21
1093,3.036,-0.3,-0.215
1094,3.0389999999999997,-0.31,-0.23
1095,3.042,-0.33,-0.235
1096,3.0439999999999996,-0.34,-0.23
1097,3.0469999999999997,-0.33,-0.22
1098,3.05,-0.32,-0.215
1099,3.053,-0.32,-0.23
1100,3.056,-0.315,-0.235
1101,3.0580000000000003,-0.325,-0.25
1102,3.0610000000000004,-0.335,-0.245
1103,3.0639999999999996,-0.33,-0.24
1104,3.0669999999999997,-0.315,-0.22
1105,3.069,-0.32,-0.23
1106,3.072,-0.32,-0.23
1107,3.075,-0.33,-0.235
1108,3.0780000000000003,-0.345,-0.24
1109,3.0810000000000004,-0.34,-0.235
1110,3.083,-0.335,-0.22
1111,3.0860000000000003,-0.33,-0.23
1112,3.089,-0.335,-0.24
1113,3.092,-0.345,-0.255
1114,3.094,-0.35,-0.245
1115,3.097,-0.345,-0.235
1116,3.1,-0.34,-0.22
1117,3.103,-0.335,-0.23
1118,3.1060000000000003,-0.335,-0.24
1119,3.108,-0.33,-0.25
1120,3.111,-0.335,-0.255
1121,3.114,-0.34,-0.24
1122,3.117,-0.335,-0.225
1123,3.1189999999999998,-0.32,-0.23
1124,3.122,-0.34,-0.235
1125,3.125,-0.34,-0.24
1126,3.128,-0.35,-0.245
1127,3.1310000000000002,-0.365,-0.235
1128,3.133,-0.36,-0.23
1129,3.136,-0.345,-0.235
1130,3.139,-0.345,-0.24
1131,3.142,-0.35,-0.245
1132,3.1439999999999997,-0.35,-0.235
1133,3.147,-0.35,-0.235
1134,3.15,-0.34,-0.23
1135,3.153,-0.34,-0.24
1136,3.156,-0.345,-0.235
1137,3.158,-0.345,-0.245
1138,3.161,-0.38,-0.25
1139,3.1639999999999997,-0.36,-0.23
1140,3.167,-0.36,-0.21
1141,3.1689999999999996,-0.345,-0.23
1142,3.1719999999999997,-0.345,-0.235
1143,3.175,-0.35,-0.245
1144,3.178,-0.355,-0.25
1145,3.181,-0.345,-0.245
1146,3.1830000000000003,-0.33,-0.23
1147,3.1860000000000004,-0.33,-0.23
1148,3.1889999999999996,-0.335,-0.235
1149,3.1919999999999997,-0.335,-0.25
1150,3.194,-0.34,-0.25
1151,3.197,-0.33,-0.24
1152,3.2,-0.32,-0.225
1153,3.2030000000000003,-0.29,-0.23
1154,3.2060000000000004,-0.29,-0.235
1155,3.208,-0.3,-0.24
1156,3.2110000000000003,-0.305,-0.245
1157,3.214,-0.285,-0.24
1158,3.217,-0.28,-0.225
1159,3.219,-0.275,-0.225
1160,3.222,-0.28,-0.23
1161,3.225,-0.275,-0.23
1162,3.228,-0.27,-0.225
1163,3.2310000000000003,-0.265,-0.205
1164,3.233,-0.25,-0.21
1165,3.236,-0.23,-0.22
1166,3.239,-0.245,-0.205
1167,3.242,-0.24,-0.22
1168,3.2439999999999998,-0.255,-0.22
1169,3.247,-0.255,-0.21
1170,3.25,-0.245,-0.19
1171,3.253,-0.235,-0.18
1172,3.2560000000000002,-0.255,-0.18
1173,3.258,-0.265,-0.185
1174,3.261,-0.26,-0.19
1175,3.264,-0.255,-0.19
1176,3.267,-0.27,-0.185
1177,3.2689999999999997,-0.265,-0.205
1178,3.272,-0.28,-0.2
1179,3.275,-0.255,-0.22
1180,3.278,-0.25,-0.22
1181,3.281,-0.245,-0.22
1182,3.283,-0.265,-0.21
1183,3.286,-0.28,-0.225
1184,3.2889999999999997,-0.3,-0.22
1185,3.292,-0.315,-0.24
1186,3.2939999999999996,-0.325,-0.245
1187,3.2969999999999997,-0.335,-0.235
1188,3.3,-0.345,-0.23
1189,3.303,-0.33,-0.245
1190,3.306,-0.335,-0.245
1191,3.3080000000000003,-0.345,-0.25
1192,3.3110000000000004,-0.36,-0.255
1193,3.3139999999999996,-0.35,-0.23
1194,3.3169999999999997,-0.34,-0.225
1195,3.319,-0.335,-0.23
1196,3.322,-0.345,-0.245
1197,3.325,-0.36,-0.255
1198,3.3280000000000003,-0.365,-0.265
1199,3.3310000000000004,-0.375,-0.255
1200,3.333,-0.37,-0.245
1201,3.3360000000000003,-0.365,-0.26
1202,3.339,-0.365,-0.25
1203,3.342,-0.38,-0.26
1204,3.344,-0.375,-0.27
1205,3.347,-0.375,-0.24
1206,3.35,-0.365,-0.245
1207,3.353,-0.37,-0.25
1208,3.3560000000000003,-0.36,-0.25
1209,3.358,-0.37,-0.25
1210,3.361,-0.38,-0.265
1211,3.364,-0.365,-0.255
1212,3.367,-0.36,-0.245
1213,3.3689999999999998,-0.35,-0.255
1214,3.372,-0.355,-0.265
1215,3.375,-0.37,-0.28
1216,3.378,-0.385,-0.305
1217,3.3810000000000002,-0.395,-0.32
1218,3.383,-0.43,-0.35
1219,3.386,-0.445,-0.38
1220,3.389,-0.485,-0.39
1221,3.392,-0.515,-0.345
1222,3.3939999999999997,-0.565,-0.24
1223,3.397,-0.555,-0.11
1224,3.4,-0.475,-0.02
1225,3.403,-0.355,0.04
1226,3.406,-0.22,0.11
1227,3.408,-0.055,0.22
1228,3.411,0.185,0.35
1229,3.4139999999999997,0.475,0.44
1230,3.417,0.705,0.395
1231,3.4189999999999996,0.82,0.155
1232,3.4219999999999997,0.78,-0.17
1233,3.425,0.535,-0.38
1234,3.428,0.145,-0.41
1235,3.431,-0.2,-0.355
1236,3.4330000000000003,-0.42,-0.32
1237,3.4360000000000004,-0.5,-0.305
1238,3.4389999999999996,-0.48,-0.3
1239,3.4419999999999997,-0.45,-0.295
1240,3.444,-0.41,-0.295
1241,3.447,-0.4,-0.285
1242,3.45,-0.39,-0.3
1243,3.4530000000000003,-0.39,-0.31
1244,3.4560000000000004,-0.4,-0.305
1245,3.458,-0.405,-0.305
1246,3.4610000000000003,-0.425,-0.295
1247,3.464,-0.425,-0.27
1248,3.467,-0.405,-0.27
1249,3.469,-0.395,-0.285
1250,3.472,-0.405,-0.305
1251,3.475,-0.405,-0.31
1252,3.478,-0.415,-0.3
1253,3.4810000000000003,-0.405,-0.29
1254,3.483,-0.385,-0.275
1255,3.486,-0.39,-0.285
1256,3.489,-0.395,-0.285
1257,3.492,-0.395,-0.305
1258,3.4939999999999998,-0.395,-0.29
1259,3.497,-0.395,-0.29
1260,3.5,-0.385,-0.285
1261,3.503,-0.39,-0.285
1262,3.5060000000000002,-0.39,-0.29
1263,3.508,-0.4,-0.3
1264,3.511,-0.425,-0.295
1265,3.514,-0.41,-0.285
1266,3.517,-0.4,-0.275
1267,3.5189999999999997,-0.395,-0.29
1268,3.522,-0.4,-0.295
1269,3.525,-0.405,-0.275
1270,3.528,-0.425,-0.285
1271,3.531,-0.415,-0.285
1272,3.533,-0.405,-0.26
1273,3.536,-0.405,-0.27
1274,3.5389999999999997,-0.405,-0.265
1275,3.542,-0.41,-0.285
1276,3.5439999999999996,-0.415,-0.29
1277,3.5469999999999997,-0.405,-0.295
1278,3.55,-0.42,-0.28
1279,3.553,-0.405,-0.29
1280,3.556,-0.41,-0.295
1281,3.5580000000000003,-0.41,-0.3
1282,3.5610000000000004,-0.42,-0.31
1283,3.5639999999999996,-0.415,-0.305
1284,3.5669999999999997,-0.405,-0.295
1285,3.569,-0.395,-0.3
1286,3.572,-0.395,-0.28
1287,3.575,-0.395,-0.29
1288,3.5780000000000003,-0.4,-0.305
1289,3.5810000000000004,-0.395,-0.29
1290,3.583,-0.395,-0.285
1291,3.5860000000000003,-0.405,-0.305
1292,3.589,-0.405,-0.31
1293,3.592,-0.42,-0.315
1294,3.594,-0.435,-0.305
1295,3.597,-0.415,-0.295
1296,3.6,-0.405,-0.29
1297,3.603,-0.395,-0.295
1298,3.6060000000000003,-0.39,-0.3
1299,3.608,-0.415,-0.305
1300,3.611,-0.405,-0.325
1301,3.614,-0.405,-0.31
1302,3.617,-0.4,-0.3
1303,3.6189999999999998,-0.395,-0.31
1304,3.622,-0.395,-0.335
1305,3.625,-0.405,-0.34
1306,3.628,-0.42,-0.35
1307,3.6310000000000002,-0.415,-0.355
1308,3.633,-0.4,-0.34
1309,3.636,-0.395,-0.35
1310,3.639,-0.4,-0.365
1311,3.642,-0.405,-0.38
1312,3.6439999999999997,-0.425,-0.4
1313,3.647,-0.425,-0.385
1314,3.65,-0.425,-0.38
1315,3.653,-0.42,-0.39
1316,3.656,-0.425,-0.4
1317,3.658,-0.45,-0.405
1318,3.661,-0.445,-0.405
1319,3.6639999999999997,-0.45,-0.405
1320,3.667,-0.435,-0.415
1321,3.6689999999999996,-0.445,-0.415
1322,3.6719999999999997,-0.47,-0.42
1323,3.675,-0.455,-0.415
1324,3.678,-0.46,-0.425
1325,3.681,-0.44,-0.41
1326,3.6830000000000003,-0.435,-0.395
1327,3.6860000000000004,-0.425,-0.385
1328,3.6889999999999996,-0.43,-0.405
1329,3.6919999999999997,-0.445,-0.395
1330,3.694,-0.45,-0.395
1331,3.697,-0.445,-0.375
1332,3.7,-0.43,-0.37
1333,3.7030000000000003,-0.42,-0.375
1334,3.7060000000000004,-0.41,-0.375
1335,3.708,-0.425,-0.37
1336,3.7110000000000003,-0.42,-0.36
1337,3.714,-0.405,-0.345
1338,3.717,-0.38,-0.32
1339,3.719,-0.37,-0.305
1340,3.722,-0.365,-0.305
1341,3.725,-0.365,-0.3
1342,3.728,-0.365,-0.285
1343,3.7310000000000003,-0.345,-0.275
1344,3.733,-0.33,-0.26
1345,3.736,-0.315,-0.245
1346,3.739,-0.305,-0.245
1347,3.742,-0.305,-0.25
1348,3.7439999999999998,-0.32,-0.255
1349,3.747,-0.31,-0.245
1350,3.75,-0.31,-0.23
1351,3.753,-0.305,-0.235
1352,3.7560000000000002,-0.31,-0.245
1353,3.758,-0.315,-0.255
1354,3.761,-0.32,-0.255
1355,3.764,-0.315,-0.225
1356,3.767,-0.305,-0.23
1357,3.7689999999999997,-0.305,-0.235
1358,3.772,-0.295,-0.24
1359,3.775,-0.31,-0.25
1360,3.778,-0.32,-0.245
1361,3.781,-0.31,-0.225
1362,3.783,-0.315,-0.215
1363,3.786,-0.295,-0.22
1364,3.7889999999999997,-0.3,-0.24
1365,3.792,-0.305,-0.25
1366,3.7939999999999996,-0.3,-0.255
1367,3.7969999999999997,-0.285,-0.245
1368,3.8,-0.28,-0.24
1369,3.803,-0.29,-0.235
1370,3.806,-0.295,-0.245
1371,3.8080000000000003,-0.305,-0.255
1372,3.8110000000000004,-0.325,-0.25
1373,3.8139999999999996,-0.305,-0.235
1374,3.8169999999999997,-0.3,-0.23
1375,3.819,-0.3,-0.25
1376,3.822,-0.315,-0.26
1377,3.825,-0.325,-0.275
1378,3.8280000000000003,-0.335,-0.28
1379,3.8310000000000004,-0.325,-0.275
1380,3.833,-0.315,-0.26
1381,3.8360000000000003,-0.32,-0.27
1382,3.839,-0.335,-0.255
1383,3.842,-0.33,-0.265
1384,3.844,-0.34,-0.255
1385,3.847,-0.325,-0.265
1386,3.85,-0.325,-0.26
1387,3.853,-0.32,-0.265
1388,3.8560000000000003,-0.315,-0.265
1389,3.858,-0.335,-0.275
1390,3.861,-0.335,-0.27
1391,3.864,-0.345,-0.265
1392,3.867,-0.335,-0.255
1393,3.8689999999999998,-0.325,-0.255
1394,3.872,-0.33,-0.265
1395,3.875,-0.315,-0.275
1396,3.878,-0.335,-0.29
1397,3.8810000000000002,-0.33,-0.275
1398,3.883,-0.33,-0.26
1399,3.886,-0.33,-0.27
1400,3.889,-0.33,-0.265
1401,3.892,-0.335,-0.27
1402,3.8939999999999997,-0.34,-0.265
1403,3.897,-0.33,-0.265
1404,3.9,-0.32,-0.25
1405,3.903,-0.315,-0.265
1406,3.906,-0.325,-0.265
1407,3.908,-0.335,-0.27
1408,3.911,-0.355,-0.27
1409,3.9139999999999997,-0.345,-0.265
1410,3.917,-0.34,-0.255
1411,3.9189999999999996,-0.335,-0.26
1412,3.9219999999999997,-0.32,-0.255
1413,3.925,-0.325,-0.27
1414,3.928,-0.35,-0.27
1415,3.931,-0.33,-0.285
1416,3.9330000000000003,-0.315,-0.265
1417,3.9360000000000004,-0.315,-0.26
1418,3.9389999999999996,-0.33,-0.265
1419,3.9419999999999997,-0.33,-0.27
1420,3.944,-0.335,-0.265
1421,3.947,-0.335,-0.26
1422,3.95,-0.33,-0.25
1423,3.9530000000000003,-0.33,-0.265
1424,3.9560000000000004,-0.33,-0.265
1425,3.958,-0.34,-0.27
1426,3.9610000000000003,-0.34,-0.265
1427,3.964,-0.34,-0.255
1428,3.967,-0.325,-0.245
1429,3.969,-0.325,-0.255
1430,3.972,-0.325,-0.275
1431,3.975,-0.345,-0.275
1432,3.978,-0.35,-0.275
1433,3.9810000000000003,-0.34,-0.255
1434,3.983,-0.33,-0.255
1435,3.986,-0.32,-0.26
1436,3.989,-0.31,-0.265
1437,3.992,-0.305,-0.285
1438,3.9939999999999998,-0.305,-0.28
1439,3.997,-0.275,-0.265
1440,4.0,-0.27,-0.26
1441,4.003,-0.255,-0.255
1442,4.006,-0.26,-0.25
1443,4.008,-0.265,-0.255
1444,4.011,-0.26,-0.25
1445,4.013999999999999,-0.25,-0.24
1446,4.0169999999999995,-0.235,-0.23
1447,4.019,-0.235,-0.235
1448,4.022,-0.22,-0.225
1449,4.025,-0.235,-0.235
1450,4.0280000000000005,-0.235,-0.24
1451,4.031000000000001,-0.22,-0.225
1452,4.033,-0.23,-0.215
1453,4.0360000000000005,-0.225,-0.235
1454,4.039,-0.235,-0.23
1455,4.042,-0.245,-0.225
1456,4.044,-0.255,-0.215
1457,4.047,-0.24,-0.205
1458,4.05,-0.23,-0.2
1459,4.053,-0.23,-0.21
1460,4.056,-0.25,-0.225
1461,4.058,-0.255,-0.23
1462,4.061,-0.25,-0.225
1463,4.064,-0.23,-0.215
1464,4.067,-0.205,-0.21
1465,4.069,-0.195,-0.235
1466,4.072,-0.21,-0.24
1467,4.075,-0.23,-0.255
1468,4.078,-0.27,-0.245
1469,4.081,-0.27,-0.235
1470,4.083,-0.285,-0.23
1471,4.086,-0.285,-0.235
1472,4.0889999999999995,-0.31,-0.245
1473,4.092,-0.33,-0.27
1474,4.093999999999999,-0.34,-0.26
1475,4.0969999999999995,-0.34,-0.25
1476,4.1,-0.345,-0.24
1477,4.103,-0.35,-0.24
1478,4.106,-0.35,-0.255
1479,4.1080000000000005,-0.34,-0.26
1480,4.111000000000001,-0.355,-0.265
1481,4.114,-0.345,-0.255
1482,4.117,-0.34,-0.245
1483,4.119,-0.34,-0.245
1484,4.122,-0.345,-0.26
1485,4.125,-0.355,-0.255
1486,4.128,-0.37,-0.26
1487,4.131,-0.355,-0.255
1488,4.133,-0.37,-0.24
1489,4.136,-0.345,-0.24
1490,4.138999999999999,-0.34,-0.26
1491,4.1419999999999995,-0.36,-0.26
1492,4.144,-0.38,-0.25
1493,4.147,-0.36,-0.24
1494,4.15,-0.345,-0.235
1495,4.1530000000000005,-0.35,-0.24
1496,4.156000000000001,-0.35,-0.255
1497,4.158,-0.355,-0.27
1498,4.1610000000000005,-0.38,-0.285
1499,4.164,-0.39,-0.29
1500,4.167,-0.395,-0.31
1501,4.169,-0.425,-0.33
1502,4.172,-0.455,-0.365
1503,4.175,-0.475,-0.37
1504,4.178,-0.51,-0.35
1505,4.181,-0.545,-0.26
1506,4.183,-0.54,-0.135
1507,4.186,-0.495,-0.02
1508,4.189,-0.405,0.035
1509,4.192,-0.295,0.095
1510,4.194,-0.16,0.185
1511,4.197,0.04,0.315
1512,4.2,0.315,0.45
1513,4.203,0.595,0.515
1514,4.206,0.8,0.45
1515,4.208,0.885,0.175
1516,4.211,0.795,-0.18
1517,4.2139999999999995,0.52,-0.385
1518,4.217,0.13,-0.395
1519,4.218999999999999,-0.215,-0.345
1520,4.2219999999999995,-0.425,-0.31
1521,4.225,-0.5,-0.29
1522,4.228,-0.49,-0.275
1523,4.231,-0.45,-0.265
1524,4.2330000000000005,-0.4,-0.235
1525,4.236000000000001,-0.39,-0.25
1526,4.239,-0.395,-0.265
1527,4.242,-0.395,-0.255
1528,4.244,-0.4,-0.245
1529,4.247,-0.39,-0.24
1530,4.25,-0.38,-0.24
1531,4.253,-0.385,-0.25
1532,4.256,-0.385,-0.26
1533,4.258,-0.4,-0.265
1534,4.261,-0.41,-0.275
1535,4.263999999999999,-0.41,-0.255
1536,4.2669999999999995,-0.39,-0.24
1537,4.269,-0.39,-0.245
1538,4.272,-0.405,-0.26
1539,4.275,-0.405,-0.26
1540,4.2780000000000005,-0.415,-0.265
1541,4.281000000000001,-0.41,-0.25
1542,4.283,-0.395,-0.25
1543,4.2860000000000005,-0.395,-0.245
1544,4.289,-0.4,-0.25
1545,4.292,-0.415,-0.265
1546,4.294,-0.415,-0.255
1547,4.297,-0.415,-0.25
1548,4.3,-0.4,-0.245
1549,4.303,-0.39,-0.245
1550,4.306,-0.39,-0.255
1551,4.308,-0.41,-0.26
1552,4.311,-0.415,-0.25
1553,4.314,-0.405,-0.24
1554,4.317,-0.395,-0.215
1555,4.319,-0.395,-0.23
1556,4.322,-0.395,-0.25
1557,4.325,-0.405,-0.25
1558,4.328,-0.41,-0.255
1559,4.331,-0.41,-0.24
1560,4.333,-0.4,-0.22
1561,4.336,-0.39,-0.235
1562,4.3389999999999995,-0.395,-0.235
1563,4.342,-0.41,-0.24
1564,4.343999999999999,-0.425,-0.255
1565,4.3469999999999995,-0.415,-0.245
1566,4.35,-0.405,-0.225
1567,4.353,-0.41,-0.23
1568,4.356,-0.405,-0.235
1569,4.3580000000000005,-0.415,-0.24
1570,4.361000000000001,-0.425,-0.24
1571,4.364,-0.425,-0.24
1572,4.367,-0.41,-0.23
1573,4.369,-0.395,-0.245
1574,4.372,-0.39,-0.255
1575,4.375,-0.4,-0.25
1576,4.378,-0.41,-0.25
1577,4.381,-0.41,-0.235
1578,4.383,-0.4,-0.24
1579,4.386,-0.39,-0.235
1580,4.388999999999999,-0.41,-0.255
1581,4.3919999999999995,-0.42,-0.255
1582,4.394,-0.42,-0.255
1583,4.397,-0.415,-0.25
